Named Entities:
  29 We
  23 Harker
  19 Van
  19 Helsing
  18 The
  18 He
  15 Mrs
  13 You
  13 She
  12 October
  12 Godalming
  11 Count
  10 Mina
  10 It
  10 God
   9 Catherine
   9 And
   8 Madam
   8 At
   7 Varna
   7 Lord
   7 John
   7 Galatz
   7 But
   6 When
   6 What
   6 To
   6 This
   6 That
   6 London
   5 Quincey
   5 Professor
   5 Oh
   5 In
   4 Vice
   4 Then
   4 Now
   4 No
   4 Morris
   4 Lucy
   4 Jonathan
   4 If
   4 Consul
   4 As
   3 Your
   3 There
   3 Thank
   3 Seward
   3 Nay
   3 Lloyd
   3 How
   3 His
   3 For
   3 Dardanelles
   3 Danube
   2 Turkey
   2 So
   2 Smith
   2 Not
   2 Noon
   2 My
   2 Land
   2 Kukri
   2 Here
   2 Friend
   2 Dr
   2 Do
   2 Diary
   2 Castle
   2 Burial
   1 Yes
   1 Wonderful
   1 Wherever
   1 Whatever
   1 Were
   1 Well
   1 Until
   1 Unhappily
   1 Ugly
   1 Turning
   1 True
   1 Transcendentalism
   1 Thus
   1 Think
   1 Therefore
   1 Their
   1 Tell
   1 Telegram
   1 Taking
   1 Strange
   1 Still
   1 Speak
   1 Souls
   1 Something
   1 Silence
   1 Seventy
   1 Service
   1 See
   1 Sea
   1 River
   1 Quite
   1 Psalmist
   1 Providence
   1 Poor
   1 Paris
   1 Our
   1 Orient
   1 One
   1 Odessus
   1 Nothing
   1 Nordau
   1 None
   1 Mr
   1 Most
   1 Moreover
   1 Moneybag
   1 Lombroso
   1 Just
   1 Judge
   1 Journal
   1 Is
   1 Hush
   1 Him
   1 Hans
   1 Great
   1 Good
   1 Go
   1 Give
   1 Ghoorka
   1 Express
   1 Exeter
   1 Everything
   1 Evening
   1 Even
   1 Euthanasia
   1 Duck
   1 Dracula
   1 Dead
   1 Daily
   1 Cross
   1 Consulate
   1 Charing
   1 Captain
   1 Canvas
   1 Can
   1 Bucharest
   1 Black
   1 Before
   1 Be
   1 Arthur
   1 Art
   1 Archimedes
   1 Another
   1 Andersen
   1 Almighty
   1 Ah
   1 Again
   1 After
   1 About

Sentiment Expressions:
