x,y
0.0,1.4757235174664536
0.10101010101010101,1.3404960819155631
0.20202020202020202,1.247875005697595
0.30303030303030304,3.126902849131046
0.40404040404040403,1.9471941111443751
0.5050505050505051,2.0334881017196595
0.6060606060606061,1.67663262300534
0.7070707070707071,2.7422805314513083
0.8080808080808081,1.5970914802614282
0.9090909090909091,2.3481753144384703
1.0101010101010102,5.0
1.1111111111111112,2.7490068044851865
1.2121212121212122,2.3506580372761694
1.3131313131313131,2.0662495645044503
1.4141414141414141,2.69297959290138
1.5151515151515151,2.9717416928409666
1.6161616161616161,2.841339419272392
1.7171717171717171,3.0098218074557495
1.8181818181818181,2.5919298622504274
1.9191919191919191,2.77822537660239
2.0202020202020203,2.673870786213035
2.121212121212121,2.88082947983579
2.2222222222222223,2.704537970088884
2.323232323232323,2.298474860450323
2.4242424242424243,3.300834283248088
2.525252525252525,3.0617357945221317
2.6262626262626263,2.498032139648291
2.727272727272727,3.5950274913992506
2.8282828282828283,2.960492231949793
2.929292929292929,3.490619162544534
3.0303030303030303,3.8796967962402835
3.131313131313131,3.630148021035271
3.2323232323232323,4.185861958433266
3.3333333333333335,3.0492537564898408
3.4343434343434343,3.9183425377604917
3.5353535353535355,3.4252717222066114
3.6363636363636362,3.3827832435908776
3.7373737373737375,3.5792620363046606
3.8383838383838382,3.7634156531282326
3.9393939393939394,3.9977796408118422
4.040404040404041,3.4376270998103426
4.141414141414141,4.521120314184165
4.242424242424242,4.354043341077351
4.343434343434343,3.403595328578559
4.444444444444445,4.966348319120022
4.545454545454545,5.220671860742564
4.646464646464646,4.912622108812149
4.747474747474747,4.283774955831198
4.848484848484849,3.8888661134871527
4.94949494949495,5.001973338213043
5.05050505050505,1.0
5.151515151515151,5.18698011094879
5.252525252525253,4.730400115301056
5.353535353535354,5.165087195009533
5.454545454545454,4.905455925859927
5.555555555555555,5.131064361873752
5.656565656565657,4.833532838643239
5.757575757575758,5.771723125740796
5.858585858585858,4.992748975644739
5.959595959595959,5.18079266152033
6.0606060606060606,5.971878378831158
6.161616161616162,4.4069285502368585
6.262626262626262,4.496070632070265
6.363636363636363,5.666516535897188
6.4646464646464645,4.645761529766152
6.565656565656566,6.25463887565293
6.666666666666667,5.1265238429534605
6.767676767676767,5.010110978118005
6.8686868686868685,6.395814447583627
6.96969696969697,6.225105880565697
7.070707070707071,6.46913301556682
7.171717171717171,6.0388809149962785
7.2727272727272725,5.205750793836286
7.373737373737374,6.641901163418204
7.474747474747475,5.603372051898047
7.575757575757575,6.189106985776985
7.6767676767676765,6.312009822270713
7.777777777777778,5.8113838423434725
7.878787878787879,6.246433624566979
7.979797979797979,6.451002325682253
8.080808080808081,6.228616805981855
8.181818181818182,5.5412086956169935
8.282828282828282,6.290533228517169
8.383838383838384,6.855112140262707
8.484848484848484,5.895140312558559
8.585858585858587,6.218112022765458
8.686868686868687,6.125857567573525
8.787878787878787,7.318571258179064
8.88888888888889,6.7805918229506625
8.98989898989899,6.69868041307005
9.09090909090909,6.160496508231887
9.191919191919192,6.865584191605505
9.292929292929292,6.309298316135958
9.393939393939394,6.7128849761068725
9.494949494949495,6.429551708285307
9.595959595959595,7.136196445453048
9.696969696969697,7.136780256792319
9.797979797979798,6.794840521200902
18.0,11.198003356330823
20.0,10.0
